appointment_id,appointment_date,start_time,end_time,customer_id,employee_id,service_id,booking_channel,status,is_completed,is_cancelled,is_no_show,duration_min,price,discount,net_revenue,date_id
A002511,2025-06-21,13:00:00,14:15:00,C0005,E001,S003,Walk-in,completed,True,False,False,75,70,0.0,70.0,2025-06-21
A002512,2025-06-21,12:00:00,12:45:00,C0156,E002,S001,Website,completed,True,False,False,45,40,0.0,40.0,2025-06-21
A002513,2025-06-21,17:30:00,18:45:00,C0324,E001,S003,Instagram DM,completed,True,False,False,75,70,0.0,70.0,2025-06-21
A002514,2025-06-21,14:30:00,15:30:00,C0074,E003,S005,Instagram DM,completed,True,False,False,60,60,0.0,60.0,2025-06-21
A002515,2025-06-21,15:45:00,17:15:00,C0315,E003,S007,Website,completed,True,False,False,90,90,0.0,90.0,2025-06-21
A002516,2025-06-21,15:00:00,16:15:00,C0195,E002,S003,Walk-in,completed,True,False,False,75,70,0.0,70.0,2025-06-21
A002517,2025-06-21,13:00:00,14:00:00,C0286,E003,S005,Phone/WhatsApp,completed,True,False,False,60,60,0.0,60.0,2025-06-21
A002518,2025-06-21,17:30:00,19:00:00,C0018,E003,S007,Treatwell,completed,True,False,False,90,90,0.0,90.0,2025-06-21
A002519,2025-06-21,16:15:00,17:00:00,C0361,E002,S001,Treatwell,completed,True,False,False,45,40,0.0,40.0,2025-06-21
A002520,2025-06-21,14:30:00,16:00:00,C0119,E001,S003,Phone/WhatsApp,completed,True,False,False,90,80,0.0,80.0,2025-06-21
A002521,2025-06-21,11:15:00,12:45:00,C0128,E001,S007,Treatwell,cancelled,False,True,False,90,90,0.0,0.0,2025-06-21
A002522,2025-06-21,14:15:00,15:45:00,C0263,E004,S007,Instagram DM,completed,True,False,False,90,90,0.0,90.0,2025-06-21
A002523,2025-06-21,12:00:00,12:45:00,C0358,E003,S001,Phone/WhatsApp,completed,True,False,False,45,40,0.0,40.0,2025-06-21
A002524,2025-06-23,14:15:00,15:00:00,C0386,E002,S001,Phone/WhatsApp,completed,True,False,False,45,40,0.0,40.0,2025-06-23
A002525,2025-06-23,16:15:00,17:15:00,C0085,E002,S005,Website,completed,True,False,False,60,60,0.0,60.0,2025-06-23
A002526,2025-06-23,10:45:00,12:00:00,C0008,E003,S006,Treatwell,completed,True,False,False,75,80,0.0,80.0,2025-06-23
A002527,2025-06-23,13:15:00,14:15:00,C0359,E004,S005,Treatwell,completed,True,False,False,60,60,0.0,60.0,2025-06-23
A002528,2025-06-23,17:30:00,19:00:00,C0314,E002,S007,Phone/WhatsApp,completed,True,False,False,90,90,0.0,90.0,2025-06-23
A002529,2025-06-23,11:30:00,13:00:00,C0153,E002,S007,Instagram DM,completed,True,False,False,90,90,0.0,90.0,2025-06-23
A002530,2025-06-23,15:45:00,17:00:00,C0296,E003,S003,Treatwell,completed,True,False,False,75,70,0.0,70.0,2025-06-23
A002531,2025-06-23,15:00:00,16:15:00,C0025,E002,S006,Walk-in,completed,True,False,False,75,80,0.0,80.0,2025-06-23
A002532,2025-06-23,10:30:00,11:30:00,C0288,E002,S005,Phone/WhatsApp,completed,True,False,False,60,60,0.0,60.0,2025-06-23
A002533,2025-06-23,17:30:00,18:45:00,C0276,E001,S003,Treatwell,completed,True,False,False,75,70,0.0,70.0,2025-06-23
A002534,2025-06-23,17:00:00,18:15:00,C0014,E003,S003,Treatwell,completed,True,False,False,75,70,0.0,70.0,2025-06-23
A002535,2025-06-23,11:15:00,12:30:00,C0353,E004,S003,Walk-in,completed,True,False,False,75,70,0.0,70.0,2025-06-23
A002536,2025-06-23,13:30:00,14:15:00,C0256,E002,S001,Treatwell,completed,True,False,False,45,40,0.0,40.0,2025-06-23
A002537,2025-06-23,11:45:00,13:15:00,C0423,E001,S003,Instagram DM,completed,True,False,False,90,85,0.0,85.0,2025-06-23
A002538,2025-06-23,14:15:00,15:45:00,C0356,E001,S007,Treatwell,completed,True,False,False,90,90,0.0,90.0,2025-06-23
A002539,2025-06-23,15:45:00,17:15:00,C0270,E001,S007,Phone/WhatsApp,completed,True,False,False,90,90,0.0,90.0,2025-06-23
A002540,2025-06-23,10:30:00,11:45:00,C0441,E001,S006,Instagram DM,completed,True,False,False,75,80,0.0,80.0,2025-06-23
A002541,2025-06-23,14:15:00,15:15:00,C0184,E003,S005,Treatwell,completed,True,False,False,60,60,0.0,60.0,2025-06-23
A002542,2025-06-23,10:00:00,10:45:00,C0352,E003,S001,Treatwell,cancelled,False,True,False,45,40,0.0,0.0,2025-06-23
A002543,2025-06-23,17:00:00,17:45:00,C0428,E004,S008,Instagram DM,completed,True,False,False,45,50,0.0,50.0,2025-06-23
A002544,2025-06-24,16:00:00,17:00:00,C0428,E001,S005,Website,completed,True,False,False,60,60,0.0,60.0,2025-06-24
A002545,2025-06-24,15:15:00,16:45:00,C0323,E003,S007,Treatwell,completed,True,False,False,90,90,0.0,90.0,2025-06-24
A002546,2025-06-24,12:45:00,14:15:00,C0380,E002,S007,Instagram DM,completed,True,False,False,90,90,0.0,90.0,2025-06-24
A002547,2025-06-24,13:15:00,14:45:00,C0021,E003,S007,Treatwell,completed,True,False,False,90,90,0.0,90.0,2025-06-24
A002548,2025-06-24,16:15:00,17:45:00,C0427,E002,S007,Walk-in,completed,True,False,False,90,90,0.0,90.0,2025-06-24
A002549,2025-06-24,11:30:00,13:00:00,C0096,E003,S003,Treatwell,completed,True,False,False,90,80,0.0,80.0,2025-06-24
A002550,2025-06-24,10:45:00,12:00:00,C0258,E001,S003,Instagram DM,completed,True,False,False,75,70,0.0,70.0,2025-06-24
A002551,2025-06-24,13:15:00,15:30:00,C0224,E004,S004,Instagram DM,completed,True,False,False,135,110,0.0,110.0,2025-06-24
A002552,2025-06-24,16:45:00,18:00:00,C0205,E003,S003,Treatwell,completed,True,False,False,75,70,0.0,70.0,2025-06-24
A002553,2025-06-24,15:00:00,15:45:00,C0364,E001,S001,Treatwell,completed,True,False,False,45,40,0.0,40.0,2025-06-24
A002554,2025-06-24,16:15:00,17:00:00,C0386,E004,S008,Instagram DM,completed,True,False,False,45,50,0.0,50.0,2025-06-24
A002555,2025-06-24,11:15:00,12:45:00,C0298,E004,S007,Treatwell,completed,True,False,False,90,90,0.0,90.0,2025-06-24
A002556,2025-06-24,10:45:00,12:45:00,C0053,E002,S004,Treatwell,completed,True,False,False,120,100,0.0,100.0,2025-06-24
A002557,2025-06-24,10:30:00,11:15:00,C0142,E003,S008,Phone/WhatsApp,completed,True,False,False,45,50,0.0,50.0,2025-06-24
A002558,2025-06-24,17:15:00,18:45:00,C0167,E001,S007,Instagram DM,completed,True,False,False,90,90,0.0,90.0,2025-06-24
A002559,2025-06-24,18:00:00,18:45:00,C0082,E003,S001,Phone/WhatsApp,completed,True,False,False,45,40,0.0,40.0,2025-06-24
A002560,2025-06-24,14:45:00,15:30:00,C0313,E002,S001,Treatwell,completed,True,False,False,45,40,0.0,40.0,2025-06-24
A002561,2025-06-24,10:30:00,11:15:00,C0227,E004,S008,Treatwell,completed,True,False,False,45,50,0.0,50.0,2025-06-24
A002562,2025-06-24,12:15:00,14:15:00,C0161,E001,S004,Phone/WhatsApp,completed,True,False,False,120,100,0.0,100.0,2025-06-24
A002563,2025-06-24,17:30:00,18:15:00,C0306,E004,S008,Website,completed,True,False,False,45,50,0.0,50.0,2025-06-24
A002564,2025-06-25,12:15:00,13:15:00,C0132,E001,S005,Treatwell,completed,True,False,False,60,60,0.0,60.0,2025-06-25
A002565,2025-06-25,13:30:00,14:45:00,C0242,E003,S003,Instagram DM,completed,True,False,False,75,70,0.0,70.0,2025-06-25
A002566,2025-06-25,14:15:00,15:30:00,C0200,E002,S006,Phone/WhatsApp,completed,True,False,False,75,80,0.0,80.0,2025-06-25
A002567,2025-06-25,11:15:00,12:00:00,C0132,E003,S001,Treatwell,completed,True,False,False,45,40,0.0,40.0,2025-06-25
A002568,2025-06-25,15:30:00,16:30:00,C0099,E004,S005,Phone/WhatsApp,completed,True,False,False,60,60,0.0,60.0,2025-06-25
A002569,2025-06-25,13:30:00,14:30:00,C0418,E004,S005,Phone/WhatsApp,completed,True,False,False,60,60,0.0,60.0,2025-06-25
A002570,2025-06-25,12:30:00,13:30:00,C0166,E003,S001,Treatwell,completed,True,False,False,60,55,0.0,55.0,2025-06-25
A002571,2025-06-25,17:00:00,18:30:00,C0351,E001,S007,Instagram DM,completed,True,False,False,90,90,0.0,90.0,2025-06-25
A002572,2025-06-25,17:00:00,18:15:00,C0412,E003,S006,Phone/WhatsApp,completed,True,False,False,75,80,0.0,80.0,2025-06-25
A002573,2025-06-25,15:00:00,15:45:00,C0139,E003,S001,Instagram DM,completed,True,False,False,45,40,0.0,40.0,2025-06-25
A002574,2025-06-25,16:15:00,17:00:00,C0387,E001,S001,Walk-in,completed,True,False,False,45,40,0.0,40.0,2025-06-25
A002575,2025-06-25,10:00:00,12:00:00,C0238,E001,S004,Instagram DM,completed,True,False,False,120,100,0.0,100.0,2025-06-25
A002576,2025-06-25,11:45:00,13:15:00,C0141,E002,S007,Phone/WhatsApp,completed,True,False,False,90,90,0.0,90.0,2025-06-25
A002577,2025-06-25,16:30:00,17:15:00,C0376,E002,S001,Treatwell,completed,True,False,False,45,40,0.0,40.0,2025-06-25
A002578,2025-06-25,10:00:00,11:15:00,C0381,E003,S003,Treatwell,cancelled,False,True,False,75,70,0.0,0.0,2025-06-25
A002579,2025-06-25,13:15:00,14:45:00,C0092,E001,S003,Website,completed,True,False,False,90,85,0.0,85.0,2025-06-25
A002580,2025-06-25,17:30:00,18:45:00,C0428,E002,S003,Phone/WhatsApp,completed,True,False,False,75,70,0.0,70.0,2025-06-25
A002581,2025-06-25,10:00:00,11:15:00,C0101,E002,S006,Treatwell,completed,True,False,False,75,80,0.0,80.0,2025-06-25
A002582,2025-06-25,15:45:00,17:00:00,C0180,E003,S006,Instagram DM,completed,True,False,False,75,80,0.0,80.0,2025-06-25
A002583,2025-06-25,17:00:00,18:15:00,C0260,E004,S003,Phone/WhatsApp,completed,True,False,False,75,70,0.0,70.0,2025-06-25
A002584,2025-06-25,14:45:00,15:45:00,C0017,E001,S005,Treatwell,cancelled,False,True,False,60,60,0.0,0.0,2025-06-25
A002585,2025-06-25,11:00:00,12:00:00,C0168,E004,S002,Phone/WhatsApp,completed,True,False,False,60,60,0.0,60.0,2025-06-25
A002586,2025-06-26,11:15:00,12:45:00,C0330,E002,S007,Website,completed,True,False,False,90,90,0.0,90.0,2025-06-26
A002587,2025-06-26,17:30:00,18:30:00,C0326,E003,S005,Walk-in,completed,True,False,False,60,60,0.0,60.0,2025-06-26
A002588,2025-06-26,12:45:00,14:15:00,C0391,E004,S007,Treatwell,completed,True,False,False,90,90,0.0,90.0,2025-06-26
A002589,2025-06-26,11:00:00,12:15:00,C0168,E001,S006,Website,completed,True,False,False,75,80,0.0,80.0,2025-06-26
A002590,2025-06-26,10:15:00,11:15:00,C0311,E003,S001,Treatwell,completed,True,False,False,60,60,0.0,60.0,2025-06-26
A002591,2025-06-26,10:00:00,11:30:00,C0377,E004,S007,Phone/WhatsApp,completed,True,False,False,90,90,0.0,90.0,2025-06-26
A002592,2025-06-26,14:45:00,15:30:00,C0227,E001,S008,Instagram DM,completed,True,False,False,45,50,0.0,50.0,2025-06-26
A002593,2025-06-26,12:45:00,14:15:00,C0044,E003,S003,Phone/WhatsApp,completed,True,False,False,90,80,0.0,80.0,2025-06-26
A002594,2025-06-26,15:15:00,16:45:00,C0275,E003,S007,Instagram DM,completed,True,False,False,90,90,0.0,90.0,2025-06-26
A002595,2025-06-26,13:15:00,14:30:00,C0371,E002,S003,Phone/WhatsApp,completed,True,False,False,75,70,0.0,70.0,2025-06-26
A002596,2025-06-26,14:45:00,16:15:00,C0127,E002,S007,Treatwell,completed,True,False,False,90,90,0.0,90.0,2025-06-26
A002597,2025-06-26,13:15:00,14:30:00,C0146,E001,S003,Treatwell,completed,True,False,False,75,70,0.0,70.0,2025-06-26
A002598,2025-06-26,10:00:00,11:00:00,C0418,E002,S005,Instagram DM,completed,True,False,False,60,60,0.0,60.0,2025-06-26
A002599,2025-06-26,17:30:00,18:45:00,C0010,E002,S003,Treatwell,completed,True,False,False,75,70,0.0,70.0,2025-06-26
A002600,2025-06-26,17:15:00,18:45:00,C0034,E004,S007,Phone/WhatsApp,completed,True,False,False,90,90,0.0,90.0,2025-06-26
A002601,2025-06-26,16:30:00,17:30:00,C0449,E002,S005,Treatwell,completed,True,False,False,60,60,0.0,60.0,2025-06-26
A002602,2025-06-26,15:30:00,17:00:00,C0065,E001,S007,Phone/WhatsApp,completed,True,False,False,90,90,0.0,90.0,2025-06-26
A002603,2025-06-26,17:30:00,19:00:00,C0063,E001,S003,Instagram DM,completed,True,False,False,90,90,0.0,90.0,2025-06-26
A002604,2025-06-26,11:45:00,12:45:00,C0432,E003,S005,Treatwell,completed,True,False,False,60,60,0.0,60.0,2025-06-26
A002605,2025-06-26,16:00:00,17:15:00,C0355,E004,S002,Website,completed,True,False,False,75,80,0.0,80.0,2025-06-26
A002606,2025-06-27,10:30:00,11:45:00,C0291,E003,S006,Website,completed,True,False,False,75,80,0.0,80.0,2025-06-27
A002607,2025-06-27,17:00:00,18:15:00,C0122,E004,S003,Phone/WhatsApp,completed,True,False,False,75,70,0.0,70.0,2025-06-27
A002608,2025-06-27,14:15:00,15:15:00,C0349,E001,S005,Treatwell,completed,True,False,False,60,60,0.0,60.0,2025-06-27
A002609,2025-06-27,16:15:00,17:30:00,C0091,E003,S006,Treatwell,no_show,False,False,True,75,80,0.0,40.0,2025-06-27
A002610,2025-06-27,15:30:00,16:15:00,C0430,E003,S001,Website,completed,True,False,False,45,40,0.0,40.0,2025-06-27
A002611,2025-06-27,12:45:00,14:00:00,C0117,E002,S006,Treatwell,completed,True,False,False,75,80,0.0,80.0,2025-06-27
A002612,2025-06-27,17:30:00,19:00:00,C0045,E002,S007,Treatwell,cancelled,False,True,False,90,90,0.0,0.0,2025-06-27
A002613,2025-06-27,12:15:00,14:15:00,C0056,E004,S004,Instagram DM,completed,True,False,False,120,100,0.0,100.0,2025-06-27
A002614,2025-06-27,17:45:00,19:00:00,C0056,E003,S006,Website,completed,True,False,False,75,80,0.0,80.0,2025-06-27
A002615,2025-06-27,10:30:00,11:45:00,C0120,E002,S003,Treatwell,completed,True,False,False,75,70,0.0,70.0,2025-06-27
A002616,2025-06-27,11:45:00,12:30:00,C0028,E001,S001,Website,completed,True,False,False,45,40,0.0,40.0,2025-06-27
A002617,2025-06-27,16:15:00,17:30:00,C0442,E001,S003,Instagram DM,completed,True,False,False,75,70,0.0,70.0,2025-06-27
A002618,2025-06-27,15:15:00,16:30:00,C0437,E004,S003,Treatwell,completed,True,False,False,75,70,0.0,70.0,2025-06-27
A002619,2025-06-27,11:30:00,12:15:00,C0353,E004,S008,Website,completed,True,False,False,45,50,0.0,50.0,2025-06-27
A002620,2025-06-27,15:15:00,16:45:00,C0252,E002,S007,Instagram DM,completed,True,False,False,90,90,0.0,90.0,2025-06-27
A002621,2025-06-27,13:30:00,14:45:00,C0225,E003,S003,Website,completed,True,False,False,75,70,0.0,70.0,2025-06-27
A002622,2025-06-27,14:00:00,15:15:00,C0431,E002,S003,Treatwell,completed,True,False,False,75,70,0.0,70.0,2025-06-27
A002623,2025-06-27,11:45:00,12:30:00,C0379,E002,S001,Phone/WhatsApp,completed,True,False,False,45,40,0.0,40.0,2025-06-27
A002624,2025-06-27,18:15:00,19:00:00,C0005,E004,S008,Treatwell,completed,True,False,False,45,50,0.0,50.0,2025-06-27
A002625,2025-06-27,10:15:00,11:30:00,C0314,E001,S006,Instagram DM,completed,True,False,False,75,80,0.0,80.0,2025-06-27
A002626,2025-06-27,17:45:00,19:00:00,C0151,E001,S003,Treatwell,completed,True,False,False,75,70,0.0,70.0,2025-06-27
A002627,2025-06-27,16:45:00,17:30:00,C0129,E002,S001,Phone/WhatsApp,completed,True,False,False,45,40,0.0,40.0,2025-06-27
A002628,2025-06-28,13:45:00,15:00:00,C0013,E004,S006,Treatwell,no_show,False,False,True,75,80,0.0,40.0,2025-06-28
A002629,2025-06-28,15:30:00,17:00:00,C0106,E001,S007,Phone/WhatsApp,completed,True,False,False,90,90,0.0,90.0,2025-06-28
A002630,2025-06-28,17:45:00,19:00:00,C0096,E001,S003,Treatwell,completed,True,False,False,75,70,0.0,70.0,2025-06-28
A002631,2025-06-28,10:30:00,11:45:00,C0396,E001,S003,Treatwell,cancelled,False,True,False,75,70,0.0,0.0,2025-06-28
A002632,2025-06-28,15:15:00,16:00:00,C0102,E004,S001,Phone/WhatsApp,completed,True,False,False,45,40,0.0,40.0,2025-06-28
A002633,2025-06-28,10:30:00,12:00:00,C0384,E003,S007,Instagram DM,completed,True,False,False,90,90,0.0,90.0,2025-06-28
A002634,2025-06-28,13:45:00,14:45:00,C0441,E001,S002,Website,completed,True,False,False,60,60,0.0,60.0,2025-06-28
A002635,2025-06-28,12:15:00,13:30:00,C0375,E001,S003,Phone/WhatsApp,completed,True,False,False,75,70,0.0,70.0,2025-06-28
A002636,2025-06-28,17:45:00,19:00:00,C0005,E004,S003,Website,completed,True,False,False,75,70,0.0,70.0,2025-06-28
A002637,2025-06-28,11:45:00,12:30:00,C0259,E004,S001,Treatwell,completed,True,False,False,45,40,0.0,40.0,2025-06-28
A002638,2025-06-28,15:45:00,17:15:00,C0218,E003,S007,Phone/WhatsApp,completed,True,False,False,90,90,0.0,90.0,2025-06-28
A002639,2025-06-28,16:00:00,17:00:00,C0183,E004,S005,Phone/WhatsApp,completed,True,False,False,60,60,0.0,60.0,2025-06-28
A002640,2025-06-28,13:15:00,14:45:00,C0207,E003,S003,Website,completed,True,False,False,90,75,0.0,75.0,2025-06-28
A002641,2025-06-28,17:00:00,17:45:00,C0458,E001,S001,Phone/WhatsApp,completed,True,False,False,45,40,0.0,40.0,2025-06-28
A002642,2025-06-30,12:30:00,13:45:00,C0205,E004,S003,Walk-in,completed,True,False,False,75,70,0.0,70.0,2025-06-30
A002643,2025-06-30,15:00:00,17:00:00,C0101,E004,S004,Treatwell,completed,True,False,False,120,100,0.0,100.0,2025-06-30
A002644,2025-06-30,11:45:00,13:45:00,C0300,E001,S004,Website,completed,True,False,False,120,100,0.0,100.0,2025-06-30
A002645,2025-06-30,14:15:00,16:15:00,C0446,E001,S004,Treatwell,completed,True,False,False,120,100,0.0,100.0,2025-06-30
A002646,2025-06-30,10:00:00,12:00:00,C0134,E004,S004,Website,completed,True,False,False,120,100,0.0,100.0,2025-06-30
A002647,2025-06-30,18:00:00,18:45:00,C0004,E001,S001,Phone/WhatsApp,no_show,False,False,True,45,40,0.0,20.0,2025-06-30
A002648,2025-06-30,11:00:00,12:15:00,C0257,E002,S006,Treatwell,completed,True,False,False,75,80,0.0,80.0,2025-06-30
A002649,2025-06-30,11:00:00,12:15:00,C0352,E003,S003,Website,completed,True,False,False,75,70,0.0,70.0,2025-06-30
A002650,2025-06-30,16:30:00,17:30:00,C0346,E003,S005,Website,completed,True,False,False,60,60,0.0,60.0,2025-06-30
A002651,2025-06-30,13:45:00,15:15:00,C0176,E002,S007,Website,cancelled,False,True,False,90,90,0.0,0.0,2025-06-30
A002652,2025-06-30,10:15:00,11:45:00,C0366,E001,S007,Treatwell,completed,True,False,False,90,90,0.0,90.0,2025-06-30
A002653,2025-06-30,13:00:00,15:00:00,C0153,E003,S004,Phone/WhatsApp,completed,True,False,False,120,100,0.0,100.0,2025-06-30
A002654,2025-06-30,18:00:00,18:45:00,C0352,E002,S001,Website,completed,True,False,False,45,40,0.0,40.0,2025-06-30
A002655,2025-06-30,16:15:00,17:15:00,C0091,E001,S005,Instagram DM,completed,True,False,False,60,60,0.0,60.0,2025-06-30
A002656,2025-06-30,14:00:00,15:00:00,C0065,E004,S005,Treatwell,completed,True,False,False,60,60,0.0,60.0,2025-06-30
A002657,2025-06-30,12:30:00,13:45:00,C0409,E002,S003,Instagram DM,completed,True,False,False,75,70,0.0,70.0,2025-06-30
A002658,2025-06-30,15:00:00,16:30:00,C0390,E003,S007,Phone/WhatsApp,completed,True,False,False,90,90,0.0,90.0,2025-06-30
A002659,2025-07-01,14:45:00,16:00:00,C0037,E002,S006,Phone/WhatsApp,completed,True,False,False,75,80,0.0,80.0,2025-07-01
A002660,2025-07-01,16:00:00,17:30:00,C0290,E003,S007,Phone/WhatsApp,completed,True,False,False,90,90,0.0,90.0,2025-07-01
A002661,2025-07-01,10:30:00,11:45:00,C0316,E002,S003,Treatwell,completed,True,False,False,75,70,0.0,70.0,2025-07-01
A002662,2025-07-01,12:45:00,13:45:00,C0020,E003,S005,Phone/WhatsApp,completed,True,False,False,60,60,0.0,60.0,2025-07-01
A002663,2025-07-01,16:00:00,16:45:00,C0392,E004,S001,Phone/WhatsApp,cancelled,False,True,False,45,40,0.0,0.0,2025-07-01
A002664,2025-07-01,10:15:00,11:30:00,C0143,E003,S003,Walk-in,completed,True,False,False,75,70,0.0,70.0,2025-07-01
A002665,2025-07-01,16:00:00,17:30:00,C0395,E001,S007,Phone/WhatsApp,cancelled,False,True,False,90,90,0.0,0.0,2025-07-01
A002666,2025-07-01,17:00:00,17:45:00,C0336,E004,S008,Instagram DM,completed,True,False,False,45,50,0.0,50.0,2025-07-01
A002667,2025-07-01,14:30:00,15:45:00,C0293,E003,S006,Walk-in,completed,True,False,False,75,80,0.0,80.0,2025-07-01
A002668,2025-07-01,13:30:00,14:45:00,C0408,E001,S006,Instagram DM,completed,True,False,False,75,80,0.0,80.0,2025-07-01
A002669,2025-07-01,17:30:00,18:45:00,C0414,E003,S003,Treatwell,cancelled,False,True,False,75,70,0.0,0.0,2025-07-01
A002670,2025-07-01,17:30:00,18:45:00,C0377,E001,S003,Treatwell,completed,True,False,False,75,70,0.0,70.0,2025-07-01
A002671,2025-07-01,11:00:00,13:00:00,C0449,E001,S004,Instagram DM,completed,True,False,False,120,100,0.0,100.0,2025-07-01
A002672,2025-07-01,10:15:00,11:00:00,C0213,E001,S001,Instagram DM,completed,True,False,False,45,40,0.0,40.0,2025-07-01
A002673,2025-07-01,11:30:00,12:45:00,C0240,E003,S006,Phone/WhatsApp,completed,True,False,False,75,80,0.0,80.0,2025-07-01
A002674,2025-07-01,14:45:00,16:00:00,C0070,E001,S003,Instagram DM,completed,True,False,False,75,70,0.0,70.0,2025-07-01
A002675,2025-07-01,16:15:00,17:45:00,C0157,E002,S007,Phone/WhatsApp,completed,True,False,False,90,90,0.0,90.0,2025-07-01
A002676,2025-07-01,12:30:00,13:45:00,C0257,E004,S003,Treatwell,completed,True,False,False,75,70,0.0,70.0,2025-07-01
A002677,2025-07-01,12:30:00,13:30:00,C0151,E002,S005,Treatwell,completed,True,False,False,60,60,0.0,60.0,2025-07-01
A002678,2025-07-01,14:00:00,14:45:00,C0018,E002,S001,Treatwell,completed,True,False,False,45,40,0.0,40.0,2025-07-01
A002679,2025-07-01,18:00:00,19:00:00,C0003,E002,S005,Instagram DM,completed,True,False,False,60,60,0.0,60.0,2025-07-01
A002680,2025-07-01,13:45:00,14:30:00,C0117,E003,S008,Treatwell,completed,True,False,False,45,50,0.0,50.0,2025-07-01
A002681,2025-07-02,16:45:00,18:00:00,C0376,E002,S003,Treatwell,completed,True,False,False,75,70,0.0,70.0,2025-07-02
A002682,2025-07-02,13:45:00,15:00:00,C0225,E001,S006,Phone/WhatsApp,completed,True,False,False,75,80,0.0,80.0,2025-07-02
A002683,2025-07-02,14:15:00,15:45:00,C0094,E002,S003,Instagram DM,completed,True,False,False,90,80,0.0,80.0,2025-07-02
A002684,2025-07-02,15:15:00,16:00:00,C0183,E004,S008,Website,no_show,False,False,True,45,50,0.0,25.0,2025-07-02
A002685,2025-07-02,11:30:00,12:45:00,C0286,E002,S003,Phone/WhatsApp,completed,True,False,False,75,70,0.0,70.0,2025-07-02
A002686,2025-07-02,11:45:00,13:00:00,C0193,E003,S006,Walk-in,completed,True,False,False,75,80,0.0,80.0,2025-07-02
A002687,2025-07-02,11:30:00,12:45:00,C0143,E001,S003,Walk-in,completed,True,False,False,75,70,0.0,70.0,2025-07-02
A002688,2025-07-02,15:30:00,16:45:00,C0149,E001,S003,Instagram DM,completed,True,False,False,75,70,0.0,70.0,2025-07-02
A002689,2025-07-02,17:15:00,18:45:00,C0386,E001,S007,Treatwell,cancelled,False,True,False,90,90,0.0,0.0,2025-07-02
A002690,2025-07-02,13:15:00,14:45:00,C0099,E003,S007,Instagram DM,completed,True,False,False,90,90,0.0,90.0,2025-07-02
A002691,2025-07-02,10:00:00,11:30:00,C0146,E001,S003,Phone/WhatsApp,completed,True,False,False,90,80,0.0,80.0,2025-07-02
A002692,2025-07-02,13:30:00,15:00:00,C0359,E004,S007,Instagram DM,no_show,False,False,True,90,90,0.0,45.0,2025-07-02
A002693,2025-07-02,15:15:00,16:30:00,C0256,E003,S003,Treatwell,completed,True,False,False,75,70,0.0,70.0,2025-07-02
A002694,2025-07-02,17:00:00,18:30:00,C0136,E004,S007,Treatwell,completed,True,False,False,90,90,0.0,90.0,2025-07-02
A002695,2025-07-02,10:00:00,11:15:00,C0076,E002,S006,Treatwell,completed,True,False,False,75,80,0.0,80.0,2025-07-02
A002696,2025-07-02,18:00:00,19:00:00,C0251,E003,S002,Phone/WhatsApp,completed,True,False,False,60,60,0.0,60.0,2025-07-02
A002697,2025-07-02,16:45:00,18:00:00,C0178,E003,S003,Instagram DM,completed,True,False,False,75,70,0.0,70.0,2025-07-02
A002698,2025-07-02,13:15:00,14:15:00,C0106,E002,S005,Walk-in,completed,True,False,False,60,60,0.0,60.0,2025-07-02
A002699,2025-07-02,18:00:00,19:00:00,C0267,E002,S005,Instagram DM,completed,True,False,False,60,60,0.0,60.0,2025-07-02
A002700,2025-07-03,15:15:00,16:45:00,C0298,E002,S007,Instagram DM,completed,True,False,False,90,90,0.0,90.0,2025-07-03
A002701,2025-07-03,13:00:00,14:15:00,C0182,E002,S003,Website,completed,True,False,False,75,70,0.0,70.0,2025-07-03
A002702,2025-07-03,11:30:00,13:00:00,C0333,E003,S007,Treatwell,completed,True,False,False,90,90,0.0,90.0,2025-07-03
A002703,2025-07-03,17:00:00,18:00:00,C0313,E004,S005,Phone/WhatsApp,completed,True,False,False,60,60,0.0,60.0,2025-07-03
A002704,2025-07-03,17:45:00,18:45:00,C0233,E003,S005,Treatwell,completed,True,False,False,60,60,0.0,60.0,2025-07-03
A002705,2025-07-03,15:30:00,16:45:00,C0426,E003,S003,Treatwell,completed,True,False,False,75,70,0.0,70.0,2025-07-03
A002706,2025-07-03,17:45:00,19:00:00,C0006,E001,S003,Phone/WhatsApp,completed,True,False,False,75,70,0.0,70.0,2025-07-03
A002707,2025-07-03,11:45:00,13:00:00,C0090,E002,S003,Instagram DM,completed,True,False,False,75,70,0.0,70.0,2025-07-03
A002708,2025-07-03,11:30:00,12:15:00,C0303,E001,S001,Treatwell,completed,True,False,False,45,40,0.0,40.0,2025-07-03
A002709,2025-07-03,14:30:00,15:15:00,C0259,E004,S001,Phone/WhatsApp,completed,True,False,False,45,40,0.0,40.0,2025-07-03
A002710,2025-07-03,14:00:00,14:45:00,C0009,E003,S001,Treatwell,completed,True,False,False,45,40,0.0,40.0,2025-07-03
A002711,2025-07-03,13:45:00,15:00:00,C0399,E001,S003,Instagram DM,completed,True,False,False,75,70,0.0,70.0,2025-07-03
A002712,2025-07-03,13:00:00,13:45:00,C0068,E003,S001,Treatwell,completed,True,False,False,45,40,0.0,40.0,2025-07-03
A002713,2025-07-03,10:00:00,10:45:00,C0151,E004,S001,Treatwell,completed,True,False,False,45,40,0.0,40.0,2025-07-03
A002714,2025-07-03,10:00:00,10:45:00,C0021,E002,S001,Phone/WhatsApp,completed,True,False,False,45,40,0.0,40.0,2025-07-03
